index,core_people_number,important_node_number,live_apple,live_people_number,live_stay_fre,live_weekday_day_time,live_weekday_eve_time,live_weekend_day_time,live_weekend_eve_time,no_core_people_number,noimportant_node_number,sx_29_01,sx_29_02,sx_29_03,sx_29_04,sx_29_05,sx_29_06,sx_29_07,sx_29_08,sx_29_09,sx_29_10,sx_29_11,sx_29_12,sx_29_13,sx_29_14,sx_29_15,sx_29_16,visit_apple,visit_people_number,visit_stay_fre,visit_weekday_day_time,visit_weekday_eve_time,visit_weekend_day_time,visit_weekend_eve_time,walk_frequency,web_time_business,web_time_enjoy,web_time_life,web_time_other,work_apple,work_people_number,work_stay_fre,work_weekday_day_time,work_weekday_eve_time,work_weekend_day_time,work_weekend_eve_time
220334,319,NA,9,85,1204,35118370,23327946,17597096,9411971,37,3,NA,NA,1,4,21,30,41,47,27,37,27,14,9,1,3,36,48,257,1204,4663464,1061135,4335929,1142406,4715,3691685,6351515,7311024,10613113,2,14,1204,2520727,478473,800299,62226
202447,275,NA,7,46,776,9333763,4603083,3598015,1625087,48,NA,NA,NA,1,7,46,55,35,35,24,23,22,10,3,2,4,18,68,255,776,4033925,1682372,2068388,669457,NA,5348468,6419416,18480212,15146637,7,22,776,4119667,699284,622691,169251
149650,1141,NA,2,25,2385,4361362,1646662,1559093,578229,220,3,NA,NA,1,19,151,255,213,168,105,93,79,36,32,15,9,69,357,1317,2385,7712779,1860474,3714408,882774,5034,24291347,28878903,48905974,56858332,2,19,2385,2121949,437505,567421,118796
140371,7806,NA,262,1013,17635,351677085,188766144,155478975,70433468,776,1,1,NA,9,81,671,1176,1267,1141,703,715,518,311,251,130,85,575,1919,7138,17635,95911054,24587292,42537577,11274417,28843,160130526,173734565,261679350,354512489,131,431,17635,121869769,9044686,16754816,2364035
162514,645,NA,18,131,1274,43248369,19597836,17087105,7833621,292,6,NA,NA,NA,12,84,137,152,120,99,87,58,21,23,8,3,43,149,731,1274,4708171,672166,2160700,402000,2181,13360807,19058806,20228998,30475967,13,75,1274,16922354,1207360,3897436,336657
116066,265,NA,6,37,726,12570650,5787172,5779334,2676895,133,NA,NA,NA,1,5,30,59,59,46,38,29,26,8,12,3,7,25,53,337,726,3053251,825461,1553368,436290,NA,4522645,8093126,4726178,11311902,1,24,726,2808124,706929,791943,244980
133964,360,NA,4,52,1167,24112946,12034756,9388578,4678232,50,NA,NA,NA,NA,1,42,61,62,52,34,39,29,14,9,5,5,24,68,335,1167,5766326,1783862,3180880,670601,NA,5014890,7059442,4582254,12283010,2,23,1167,4684732,619271,1277151,203275
107570,46,NA,NA,1,142,130960,106737,25685,95290,2,NA,NA,NA,NA,2,3,4,6,10,6,4,4,2,NA,3,1,2,8,46,142,582469,138712,224918,30043,NA,867653,1001379,717485,2268433,NA,1,142,30757,0,9423,12102
101060,1434,NA,37,505,4204,161189959,85127283,70550949,34604842,432,1,NA,NA,3,40,240,318,245,209,118,139,87,46,32,14,7,87,222,1272,4204,19179584,6859917,10578398,3343157,NA,22603306,34251897,40432157,56140071,9,89,4204,15949651,2490943,5233001,1004289
143224,4421,NA,192,745,10530,255839402,158288546,113416766,58321806,2118,2,NA,1,6,138,944,1142,990,834,593,522,366,191,164,81,64,200,2189,5500,10530,45849921,16428989,26146089,8135831,2737,112968639,132677195,186106498,247104811,97,296,10530,42255153,7656070,10407614,2090061
147519,6257,NA,269,1226,14409,423575005,238578421,196975903,95192615,5679,3,NA,NA,22,245,1559,1867,1627,1321,1111,1159,796,441,364,190,107,359,2986,9835,14409,37854837,11788287,23576865,6346325,17771,119638195,159752728,157579293,291274292,207,875,14409,45033216,4689478,11461399,1792386
154642,1423,NA,49,192,3840,54914116,30266444,25343492,12086553,277,NA,NA,NA,NA,23,229,294,241,210,115,150,96,48,26,20,18,58,395,1440,3840,17353761,6133741,9183082,2844289,NA,28432108,41973064,99538140,78362637,12,68,3840,11144461,1337538,3440913,508966
102500,143,NA,11,39,534,11364932,7438369,5596226,2863761,23,NA,NA,NA,NA,NA,18,34,33,14,14,14,11,6,2,1,1,6,31,120,534,2331227,754632,1773913,463907,NA,3431486,3661268,3062858,7939222,2,7,534,805840,375886,269910,127625
138236,519,NA,18,62,1705,20447085,11754114,9876300,4829891,57,3,NA,NA,NA,5,56,78,102,81,64,49,17,20,21,8,2,24,138,490,1705,8311366,3158444,4064758,1391121,NA,11573781,14454658,38338912,27368206,1,24,1705,4990429,1265690,1520944,475841
145374,2514,NA,45,152,6627,19084737,14015400,10512542,5183918,1058,2,NA,NA,3,66,485,581,486,422,312,294,196,124,90,58,41,165,1055,3282,6627,23761206,11783323,11440607,3817706,2004,63315489,72387364,101234615,138254103,35,138,6627,8310283,1390383,1907203,369522
156081,1035,NA,96,359,2696,150785186,87376760,70788698,34444005,129,5,NA,NA,3,15,130,177,196,147,98,103,53,39,23,16,11,50,235,767,2696,9852715,3481332,9977915,2614555,9083,22890804,24534755,51636333,52281708,11,38,2696,5918488,919952,2119326,423504
325779,195,NA,5,33,660,15251833,8789810,6216071,3306269,39,NA,NA,NA,NA,5,19,27,28,26,15,31,22,9,9,9,7,7,29,186,660,2791090,569308,1944825,346783,NA,1970982,3312097,1494695,7124738,4,15,660,2922580,633549,998969,185642
296479,132,NA,1,33,379,9903363,4561539,3866513,1841642,190,NA,NA,NA,NA,35,64,59,29,27,22,34,12,3,5,3,3,10,41,218,379,1754979,663241,706668,191940,NA,5005059,7608315,2907673,11969469,10,71,379,2532138,306895,713114,94679
320780,233,NA,5,50,896,25052268,12141048,9818708,4644689,32,NA,NA,NA,NA,6,24,30,28,37,26,23,28,6,15,5,2,10,30,197,896,4163344,951695,3151516,708819,NA,3995800,6785110,2870175,11292523,2,18,896,3708321,977209,1127996,327453
324348,663,NA,12,168,3050,67383146,32935539,26266823,12805162,131,1,NA,NA,1,16,58,94,95,78,66,80,71,34,28,11,9,37,91,564,3050,13404798,2867136,9003485,2231246,10495,12092668,15027942,13800106,29649211,5,62,3050,15219932,1639819,3932257,614816
345832,50,NA,NA,2,178,855470,320886,294483,86720,4,NA,NA,NA,NA,1,5,10,11,6,5,4,3,2,2,4,NA,NA,7,51,178,1115557,324091,564353,93321,NA,644245,846631,554519,2139648,NA,1,178,0,0,60,0
